,AREA,TITLE,AVGEMP,TOTWAGE,ANNAVGSAL
472,Albany County,Temporary Help Services,4739,174097125,36737
473,Albany County,Professional Employer Organizations,274,8049670,29378
474,Albany County,Business Support Services,414,15557918,37580
475,Albany County,Document Preparation Services,34,1360848,40025
476,Albany County,Telemarketing Bureaus,7,121087,17298
477,Albany County,Business Service Centers,110,3839028,34900
478,Albany County,Private Mail Centers,17,325615,19154
479,Albany County,Other Business Service Centers,93,3513413,37779
480,Albany County,Collection Agencies,4,413280,103320
481,Albany County,Other Business Support Services,225,8822380,39211
482,Albany County,All Other Business Support Services,225,8797380,39099
483,Albany County,Travel Arrangement & Reservation Service,110,5205522,47323
484,Albany County,Travel Agencies,39,1780803,45662
485,Albany County,Tour Operators,28,1773629,63344
486,Albany County,Investigation and Security Services,1194,41177131,34487
487,Albany County,Security and Armored Car Services,992,27727176,27951
488,Albany County,Investigation Services,59,1407200,23851
489,Albany County,Security Guards and Patrol Services,790,21210799,26849
490,Albany County,Armored Car Services,143,5109177,35729
491,Albany County,Security Systems Services,202,13449955,66584
492,Albany County,"Security Systems Services, ex. Locksmith",169,11698344,69221
493,Albany County,Locksmiths,32,1751611,54738
494,Albany County,Services to Buildings and Dwellings,3620,86328398,23848
495,Albany County,Exterminating and Pest Control Services,143,8274820,57866
496,Albany County,Janitorial Services,2930,58366682,19920
497,Albany County,Janatorial Services,2930,58366682,19920
498,Albany County,Landscaping Services,466,17000895,36483
499,Albany County,Carpet and Upholstery Cleaning Services,40,1416747,35419
500,Albany County,Other Services to Buildings & Dwellings,42,1269254,30220
501,Albany County,Other Support Services,255,6235351,24452
502,Albany County,Convention and Trade Show Organizers,6,319979,53330
503,Albany County,All Other Support Services,249,5915372,23757
504,Albany County,Waste Management and Remediation Service,644,39758746,61737
505,Albany County,Waste Collection,283,14944063,52806
506,Albany County,Solid Waste Collection,253,13072267,51669
507,Albany County,Hazardous Waste Collection,30,1871796,62393
508,Albany County,Remediation and Other Waste Services,337,23396411,69426
509,Albany County,Remediation Services,285,20602166,72288
510,Albany County,All Other Waste Management Services,17,996932,58643
511,Albany County,Septic Tank and Related Services,9,444516,49391
512,Albany County,Miscellaneous Waste Management Services,7,552416,78917
513,Albany County,Educational Services,9276,546411947,58906
514,Albany County,Elementary and Secondary Schools,1949,85602102,43921
515,Albany County,Colleges and Universities,5978,419700206,70207
516,Albany County,"Business, Computer & Management Training",107,6057352,56611
517,Albany County,Computer Training,24,1116811,46534
518,Albany County,Management Training,66,3450242,52276
519,Albany County,Technical and Trade Schools,120,4421256,36844
520,Albany County,Cosmetology and Barber Schools,21,528872,25184
521,Albany County,Apprenticeship Training,33,1062437,32195
522,Albany County,Other Technical and Trade Schools,66,2829947,42878
523,Albany County,Other Schools and Instruction,650,10455903,16086
524,Albany County,Fine Arts Schools,128,2755525,21528
525,Albany County,Sports and Recreation Instruction,358,4819189,13461
526,Albany County,Language Schools,21,167308,7967
527,Albany County,All Other Schools and Instruction,143,2713881,18978
528,Albany County,Exam Preparation and Tutoring,98,1294962,13214
529,Albany County,Automobile Driving Schools,20,422474,21124
530,Albany County,Miscellaneous Schools and Instruction,25,996445,39858
531,Albany County,Educational Support Services,99,5552019,56081
532,Albany County,Health Care and Social Assistance,33768,1673688228,49564
533,Albany County,Ambulatory Health Care Services,10589,720836898,68074
534,Albany County,Offices of Physicians,5370,494521342,92090
535,Albany County,"Offices of Physicians, ex. Mental Health",5345,492186380,92084
536,Albany County,Offices of Mental Health Physicians,25,2334962,93398
537,Albany County,Offices of Dentists,858,43990258,51271
538,Albany County,Offices of Other Health Practitioners,1076,46778916,43475
539,Albany County,Offices of Chiropractors,66,3028314,45884
540,Albany County,Offices of Optometrists,50,1998666,39973
541,Albany County,Offices of Mental Health Practitioners,145,5347316,36878
542,Albany County,Offices of Specialty Therapists,693,29946379,43213
543,Albany County,Offices of All Other Health Practitioner,122,6458241,52936
544,Albany County,Offices of Podiatrists,59,2178700,36927
545,Albany County,Offices of Misc Health Practitioners,63,4279541,67929
546,Albany County,Outpatient Care Centers,891,48645439,54596
547,Albany County,Outpatient Mental Health Centers,133,6148723,46231
548,Albany County,Other Outpatient Care Centers,702,39831782,56740
549,Albany County,Kidney Dialysis Centers,104,6099919,58653
550,Albany County,Freestanding Emergency Medical Centers,354,19859511,56100
551,Albany County,All Other Outpatient Care Centers,244,13872352,56854
552,Albany County,Medical and Diagnostic Laboratories,228,12978925,56925
553,Albany County,Medical Laboratories,170,9479886,55764
554,Albany County,Diagnostic Imaging Centers,58,3499039,60328
555,Albany County,Home Health Care Services,1892,58175191,30748
556,Albany County,Other Ambulatory Health Care Services,276,15746827,57054
557,Albany County,Ambulance Services,174,6192772,35591
558,Albany County,All Other Ambulatory Health Care Svc,102,9554055,93667
559,Albany County,Blood and Organ Banks,54,3776495,69935
560,Albany County,Hospitals,10844,576705704,53182
561,Albany County,General Medical and Surgical Hospitals,10844,576705704,53182
562,Albany County,Nursing and Residential Care Facilities,5857,194124708,33144
563,Albany County,Nursing Care Facilities,2289,77506363,33860
564,Albany County,Residential Mental Health Facilities,1418,45370137,31996
565,Albany County,Residential Mental Retardation Facility,1118,36051061,32246
566,Albany County,Residental Mental & Substance Abuse Care,299,9319076,31167
567,Albany County,Community Care Facility for the Elderly,967,26528658,27434
568,Albany County,Homes for the Elderly,909,25795672,28378
569,Albany County,Other Residential Care Facilities,1184,44719550,37770
570,Albany County,Social Assistance,6477,182020918,28103
571,Albany County,Individual and Family Services,3538,92540255,26156
572,Albany County,Child and Youth Services,390,9652476,24750
573,Albany County,Services for the Elderly and Disabled,2187,50863900,23257
574,Albany County,Other Individual and Family Services,961,32023879,33323
575,Albany County,Emergency and Other Relief Services,526,20513113,38998
576,Albany County,Community Food Services,133,4418845,33224
577,Albany County,Community Housing Services,264,10832687,41033
578,Albany County,Temporary Shelters,157,4459266,28403
579,Albany County,Other Community Housing Services,107,6373421,59565
580,Albany County,Emergency and Other Relief Services,128,5261581,41106
581,Albany County,Vocational Rehabilitation Services,1012,32808326,32419
582,Albany County,Child Day Care Services,1402,36159224,25791
583,Albany County,"Arts, Entertainment, and Recreation",2098,52040522,24805
584,Albany County,Performing Arts and Spectator Sports,325,15563728,47888
585,Albany County,Performing Arts Companies,151,3688150,24425
586,Albany County,Musical Groups and Artists,63,1748674,27757
587,Albany County,Performing Arts and Sports Promoters,102,2674566,26221
588,Albany County,Promoters without Facilities,12,692469,57706
589,Albany County,Independent Artists/Writers/Performers,34,2500643,73548
590,Albany County,"Museums, Parks and Historical Sites",87,3209305,36889
591,Albany County,Museums,43,1266597,29456
592,Albany County,"Amusement, Gambling & Recreation Ind",1687,33267489,19720
593,Albany County,Amusement Parks and Arcades,82,1135206,13844
594,Albany County,Other Amusement & Recreation Industries,1603,32127862,20042
595,Albany County,Golf Courses and Country Clubs,392,10112194,25796
596,Albany County,Marinas,7,192425,27489
597,Albany County,Fitness and Recreational Sports Centers,737,13814289,18744
598,Albany County,Bowling Centers,186,3048894,16392
599,Albany County,All Other Amusement and Recreation Ind,281,4960060,17651
600,Albany County,Accommodation and Food Services,14767,329550748,22317
601,Albany County,Accommodation,2020,54041993,26753
602,Albany County,Traveler Accommodation,2019,53974777,26733
603,Albany County,Hotels (except Casino Hotels) and Motels,2002,53606703,26777
604,Albany County,Other Traveler Accommodation,17,368074,21651
605,Albany County,Food Services and Drinking Places,12747,275508755,21614
606,Albany County,Special Food Services,1064,31204770,29328
607,Albany County,Food Service Contractors,922,28564354,30981
608,Albany County,Caterers,139,2578677,18552
609,Albany County,Drinking Places (Alcoholic Beverages),629,11198190,17803
610,Albany County,Restaurants and Other Eating Places,11054,233105795,21088
611,Albany County,Restaurants,11054,233105795,21088
612,Albany County,Full-service restaurants,6302,148973039,23639
613,Albany County,Limited-service restaurants,3608,62732252,17387
614,Albany County,"Cafeterias, grill buffets, and buffets",132,3295650,24967
615,Albany County,Snack and nonalcoholic beverage bars,1013,18104854,17873
616,Albany County,"Other Services, Ex. Public Admin",9342,371003066,39713
617,Albany County,Repair and Maintenance,1529,65149749,42609
618,Albany County,Automotive Repair and Maintenance,1199,48351643,40327
619,Albany County,Automotive Mechanical Repair/Maintenance,523,23434153,44807
620,Albany County,General Automotive Repair,384,17338151,45151
621,Albany County,Automotive Transmission Repair,39,1500864,38484
622,Albany County,Other Automotive Mechanical Repair,61,2565101,42051
623,Albany County,"Automotive Body, Interior & Glass Repair",357,17626348,49374
624,Albany County,Automotive Body and Interior Repair,273,13440651,49233
625,Albany County,Automotive Glass Replacement Shops,84,4185697,49830
626,Albany County,Car Washes,273,5815651,21303
627,Albany County,Electronic Equipment Repair/Maintenance,74,4007629,54157
628,Albany County,Computer and Office Machine Repair,35,2001922,57198
629,Albany County,Other Electronic Equipment Repair,36,1959319,54426
630,Albany County,Commercial Machinery Repair/Maintenance,82,4243293,51747
631,Albany County,Appliance and Outdoor Power Equip Repair,9,241016,26780
632,Albany County,Appliance Repair and Maintenance,9,241016,26780
633,Albany County,Other Household Goods Repair/Maintenance,14,385479,27534
634,Albany County,Personal and Laundry Services,2570,66780755,25985
635,Albany County,Personal Care Services,1341,31800638,23714
636,Albany County,"Hair, Nail, and Skin Care Services",1153,26328203,22835
637,Albany County,Barber Shops,67,1472030,21971
638,Albany County,Beauty Salons,862,20784591,24112
639,Albany County,Nail Salons,225,4071582,18096
640,Albany County,Other Personal Care Services,188,5472435,29109
641,Albany County,Diet and Weight Reducing Centers,54,1571366,29099
642,Albany County,Other Personal Care Services,134,3901069,29112
643,Albany County,Death Care Services,198,8563696,43251
644,Albany County,Funeral Homes and Funeral Services,120,4717771,39315
645,Albany County,Cemeteries and Crematories,78,3845925,49307
646,Albany County,Drycleaning and Laundry Services,377,12714682,33726
647,Albany County,Coin-Operated Laundries and Drycleaners,26,354816,13647
648,Albany County,Drycleaning and Laundry Services,88,2086195,23707
649,Albany County,Linen and Uniform Supply,264,10273671,38915
650,Albany County,Other Personal Services,654,13701739,20951
651,Albany County,Pet Care (except Veterinary) Services,200,4212181,21061
652,Albany County,All Other Personal Services,60,1413163,23553
653,Albany County,Membership Organizations & Associations,5079,233903911,46053
654,Albany County,Religious Organizations,1220,31045807,25447
655,Albany County,Grantmaking and Giving Services,329,22539398,68509
656,Albany County,Grantmaking Foundations,97,6173185,63641
657,Albany County,Voluntary Health Organizations,121,9353603,77303
658,Albany County,Other Grantmaking and Giving Services,112,7012610,62613
659,Albany County,Social Advocacy Organizations,476,26465537,55600
660,Albany County,Human Rights Organizations,134,7180022,53582
661,Albany County,Environment & Conservation Organizations,117,7189430,61448
662,Albany County,Other Social Advocacy Organizations,225,12096085,53760
663,Albany County,Civic and Social Organizations,1028,16522181,16072
664,Albany County,Professional and Similar Organizations,2027,137330988,67751
665,Albany County,Business Associations,697,53955661,77411
666,Albany County,Professional Organizations,522,32677766,62601
